SN;ID;Hi;Low
91710216;950000139D438101;2499805203;2638446849
91710217;370000139E60D701;922746899;2657146625
91710217;370000139E60D701;922746899;2657146625
91710218;7E0000139DFBE201;2113929235;2650530305
91710219;D80000139DF28B01;3623878675;2649918209
91710220;8B0000139CE20601;2332033043;2632058369
91710221;AD0000139DFF7E01;2902458387;2650766849
91710222;350000139E553B01;889192467;2656385793
91710730;890000139E545D01;2298478611;2656328961
91710731;B10000139E499C01;2969567251;2655624193
91710732;A50000139DE8F401;2768240659;2649289729
91710733;320000139D06D701;838860819;2634471169
91710734;D30000139E5A5601;3539992595;2656720385
91711062;AC0000139DF50101;2885681171;2650079489
91711063;590000139DF18101;1493172243;2649850113
91711064;900000139CD83C01;2415919123;2631416833
91711065;E50000139E58E001;3841982483;2656624641
91711066;6C0000139E469A01;1811939347;2655427073
91711226;720000139E54C001;1912602643;2656354305
91711227;FE0000139DEEB201;4261412883;2649666049
91711228;2D0000139E52A001;754974739;2656215041
91711229;8B0000139CDB5501;2332033043;2631619841
91711230;830000139E506601;2197815315;2656069121
91711350;560000139CE1AC01;1442840595;2632035329
91711351;020000139E570801;33554451;2656503809
91711352;870000139E5EDE01;2264924179;2657017345
91711353;050000139DF9E901;83886099;2650401025
91711354;D60000139DFE5E01;3590324243;2650693121
91711354;D60000139DFE5E01;3590324243;2650693121
91711990;F10000139CD57701;4043309075;2631235329
91711991;930000139E5C5201;2466250771;2656850433
91711992;9A0000139E4C1201;2583691283;2655785473
91711992;9A0000139E4C1201;2583691283;2655785473
91711993;F40000139DF49E01;4093640723;2650054145
91711994;C90000139D010501;3372220435;2634089729
91712253;2F0000139E474701;788529171;2655471361
91712253;2F0000139E474701;788529171;2655471361
91712254;180000139E457401;402653203;2655351809
91712255;3F0000139CD3AE01;1056964627;2631118337
91712256;250000139E52EC01;620757011;2656234497
91712257;A40000139E592E01;2751463443;2656644609
91712510;520000139E708601;1375731731;2658174465
91712511;0F0000139DA92901;251658259;2645108993
91712512;9E0000139E4B7B01;2650800147;2655746817
91712513;530000139E746701;1392508947;2658428673
91712514;0B0000139E600C01;184549395;2657094657
91712514;0B0000139E600C01;184549395;2657094657
91712516;0B0000139E5D3B01;184549395;2656910081
91712517;980000139E44C901;2550136851;2655308033
91712518;530000139DF2F501;1392508947;2649945345
91712519;BB0000139D07A301;3137339411;2634523393
91712519;BB0000139D07A301;3137339411;2634523393
91712520;A20000139E442701;2717909011;2655266561
91712520;A20000139E442701;2717909011;2655266561
91712521;930000139E2DDF01;2466250771;2653806337
91712522;180000139E010601;402653203;2650867201
91712523;5E0000139E593601;1577058323;2656646657
91712524;450000139E667101;1157627923;2657513729
91712525;BD0000139E4FA001;3170893843;2656018433
91712836;E30000139E5E8301;3808428051;2656994049
91712837;540000139DF9A601;1409286163;2650383873
91712838;C10000139DA16E01;3238002707;2644602369
91712839;5E0000139E5E7901;1577058323;2656991489
91712840;130000139DFC3901;318767123;2650552577
91713390;D10000139E2D9E01;3506438163;2653789697
91713391;690000139DFEB701;1761607699;2650715905
91713392;B70000139DFAC401;3070230547;2650457089
91713392;B70000139DFAC401;3070230547;2650457089
91713393;230000139E57A401;587202579;2656543745
91713393;230000139E57A401;587202579;2656543745
91713394;750000139E6C3A01;1962934291;2657892865
91713395;FF0000139D04FC01;4278190099;2634349569
91713396;8D0000139DA53201;2365587475;2644849153
91713397;F50000139E603201;4110417939;2657104385
91713398;710000139DF7B201;1895825427;2650255873
91713399;2D0000139DF26F01;754974739;2649911041
91714022;720000139D9EE801;1912602643;2644436993
91714022;720000139D9EE801;1912602643;2644436993
91714023;350000139DEF8701;889192467;2649720577
91714024;C40000139CDCB401;3288334355;2631709697
91714025;6E0000139D97CB01;1845493779;2643970817
91714025;6E0000139D97CB01;1845493779;2643970817
91714026;2A0000139CDB5D01;704643091;2631621889
91714026;2A0000139CDB5D01;704643091;2631621889
91714443;480000139DFE1B01;1207959571;2650675969
91714444;330000139E0A1601;855638035;2651461121
91714445;530000139E5E9601;1392508947;2656998913
91714446;4E0000139E516601;1308622867;2656134657
91714447;940000139DFA7B01;2483027987;2650438401
91714965;6F000013D78F9201;1862270995;3616510465
91714966;C6000013D78ECF01;3321888787;3616460545
91714967;C2000013D7A24E01;3254779923;3617738241
91714968;65000013D770F201;1694498835;3614503425
91714969;99000013D7790E01;2566914067;3615034881
91714970;DF000013D7846401;3741319187;3615777793
91714971;23000013D7929601;587202579;3616708097
91714971;23000013D7929601;587202579;3616708097
91714972;89000013D799A701;2298478611;3617171201
91714973;D3000013D773F901;3539992595;3614701825
91714973;D3000013D773F901;3539992595;3614701825
91714974;A3000013D7B74401;2734686227;3619111937
91715428;D5000013D76CC201;3573547027;3614228993
91715429;F1000013D7990801;4043309075;3617130497
91715429;F1000013D7990801;4043309075;3617130497
91715430;70000013D7AB9901;1879048211;3618347265
91715431;B2000013D7BCBA01;2986344467;3619469825
91715432;43000013D77F6901;1124073491;3615451393
91715443;04000013D7B77901;67108883;3619125505
91715444;D7000013D751E601;3607101459;3612468737
91715445;C9000013D7722701;3372220435;3614582529
91715446;59000013D7721B01;1493172243;3614579457
91715447;D2000013D78A1501;3523215379;3616150785
91715876;CF000013D7A18A01;3472883731;3617688065
91715877;98000013D786B401;2550136851;3615929345
91715878;CD000013D7639101;3439329299;3613626625
91715879;92000013D75F8901;2449473555;3613362433
91715880;0C000013D78D4D01;201326611;3616361729
91715880;0C000013D78D4D01;201326611;3616361729
91715881;0D000013D7862B01;218103827;3615894273
91715882;42000013D78F5401;1107296275;3616494593
91715883;4B000013D7BC3401;1258291219;3619435521
91715884;E8000013D79F0F01;3892314131;3617525505
91715885;02000013D7957501;33554451;3616896257
91716201;0B000013D7B69C01;184549395;3619068929
91716202;AE000013D775A301;2919235603;3614810881
91716203;69000013D7622301;1761607699;3613532929
91716204;A0000013D7797601;2684354579;3615061505
91716205;9A000013D7AC5601;2583691283;3618395649
91716206;90000013D7575201;2415919123;3612824065
91716207;85000013D766F201;2231369747;3613848065
91716208;EB000013D7502401;3942645779;3612353537
91716209;66000013D7B26C01;1711276051;3618794497
91716210;8E000013D7C05901;2382364691;3619707137
91716681;32000013D7B96301;838860819;3619250945
91716682;33000013D767CB01;855638035;3613903617
91716683;29000013D7873D01;687865875;3615964417
91716684;FF000013D76BFB01;4278190099;3614178049
91716684;FF000013D76BFB01;4278190099;3614178049
91716685;54000013D75C6101;1409286163;3613155585
91716849;99000013D7993F01;2566914067;3617144577
91716850;C1000013D7BFE401;3238002707;3619677185
91716851;8F000013D7915A01;2399141907;3616627201
91716852;BC000013D7859001;3154116627;3615854593
91716853;EB000013D7956301;3942645779;3616891649
91717230;F5000013D77D7B01;4110417939;3615324929
91717230;F5000013D77D7B01;4110417939;3615324929
91717231;83000013D7B76D01;2197815315;3619122433
91717232;62000013D7B62E01;1644167187;3619040769
91717233;BD000013D77E4E01;3170893843;3615378945
91717234;33000013D7977301;855638035;3617026817
91717565;46000013D7AD4B01;1174405139;3618458369
91717566;F4000013D7753601;4093640723;3614782977
91717566;F4000013D7753601;4093640723;3614782977
91717567;41000013D7991D01;1090519059;3617135873
91717568;40000013D762C301;1073741843;3613573889
91717568;40000013D762C301;1073741843;3613573889
91717568;40000013D762C301;1073741843;3613573889
91717569;6F000013D7B6C101;1862270995;3619078401
91717842;DB000013D76DA201;3674210323;3614286337
91717843;EE000013D75B6401;3992977427;3613090817
91717844;BC000013D79CC801;3154116627;3617376257
91717845;45000013D792D801;1157627923;3616724993
91717845;45000013D792D801;1157627923;3616724993
91717845;45000013D792D801;1157627923;3616724993
91717846;4B000013D754CD01;1258291219;3612658945
91717846;4B000013D754CD01;1258291219;3612658945
91717846;4B000013D754CD01;1258291219;3612658945
91717847;95000013D79C2801;2499805203;3617335297
91717848;1B000013D7B89A01;452984851;3619199489
91717849;B6000013D7774501;3053453331;3614917889
91717850;FC000013D7828D01;4227858451;3615657217
91717851;9D000013D7B2F101;2634022931;3618828545
91717851;9D000013D7B2F101;2634022931;3618828545
91718510;C1000013D78D5401;3238002707;3616363521
91718511;EF000013D7BBD001;4009754643;3619409921
91718512;25000013D750AB01;620757011;3612388097
91718513;1C000013D774BC01;469762067;3614751745
91718514;0A000013D7A5BB01;167772179;3617962753
91718515;D0000013D7A7B801;3489660947;3618093057
91718516;C7000013D7879B01;3338666003;3615988481
91718517;E3000013D7563E01;3808428051;3612753409
91718518;D8000013D799E801;3623878675;3617187841
91718519;D0000013D7A1EE01;3489660947;3617713665
91718789;84000013D7597201;2214592531;3612963329
91718790;1A000013D7593701;436207635;3612948225
91718791;56000013D7A9B701;1442840595;3618223873
91718792;DB000013D79B4C01;3674210323;3617278977
91718793;8D000013D7BFDC01;2365587475;3619675137
91718794;06000013D780A701;100663315;3615532801
91718795;EC000013D789F601;3959422995;3616142849
91718796;01000013D7797E01;16777235;3615063553
91718797;A4000013D7623A01;2751463443;3613538817
91718798;38000013D7689601;939524115;3613955585
91718923;23000013D76F9B01;587202579;3614415617
91718924;ED000013D7B55D01;3976200211;3618987265
91718925;68000013D7685C01;1744830483;3613940737
91718926;4C000013D7944701;1275068435;3616818945
91718927;6D000013D7A65B01;1828716563;3618003713
91719408;81000013D7565601;2164260883;3612759553
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719409;A6000013D775EF01;2785017875;3614830337
91719410;89000013D7561A01;2298478611;3612744193
91719411;77000013D7AB2901;1996488723;3618318593
91719412;F3000013D7A61E01;4076863507;3617988097
91719493;0D000013D75D7B01;218103827;3613227777
91719494;88000013D75F4E01;2281701395;3613347329
91719495;AB000013D7B27501;2868903955;3618796801
91719496;B0000013D77D8A01;2952790035;3615328769
91719497;DD000013D7A64E01;3707764755;3618000385
91719573;FE000013D7575001;4261412883;3612823553
91719574;6E000013D767EE01;1845493779;3613912577
91719575;F5000013D7591401;4110417939;3612939265
91719576;09000013D75A1201;150994963;3613004289
91719577;10000013D7A74E01;268435475;3618065921
91719944;09000013D79C7E01;150994963;3617357313
91719945;27000013D7B3A201;654311443;3618873857
91719946;F9000013D751B601;4177526803;3612456449
91719947;47000013D76ABB01;1191182355;3614096129
91719948;3D000013D7AC6B01;1023410195;3618401025
91720062;DE000013D7B9D601;3724541971;3619280385
91720063;31000013D77DAB01;822083603;3615337217
91720063;31000013D77DAB01;822083603;3615337217
91720063;31000013D77DAB01;822083603;3615337217
91720064;3B000013D7561C01;989855763;3612744705
91720065;A3000013D7A84A01;2734686227;3618130433
91720066;7A000013D12F4701;2046820371;3509536513
91720210;D1000013D75F4D01;3506438163;3613347073
91720211;63000013D77F4001;1660944403;3615440897
91720212;09000013D12C1901;150994963;3509328129
91720212;09000013D12C1901;150994963;3509328129
91720212;09000013D12C1901;150994963;3509328129
91720212;09000013D12C1901;150994963;3509328129
91720212;09000013D12C1901;150994963;3509328129
91720212;09000013D12C1901;150994963;3509328129
91720212;09000013D12C1901;150994963;3509328129
91720212;09000013D12C1901;150994963;3509328129
91720212;09000013D12C1901;150994963;3509328129
91720212;09000013D12C1901;150994963;3509328129
91720212;09000013D12C1901;150994963;3509328129
91720213;63000013D0A6B301;1660944403;3500585729
91720214;13000013D09D3101;318767123;3499962625
91720536;6E000013D1606801;1845493779;3512756225
91720536;6E000013D1606801;1845493779;3512756225
91720537;4C000013D7775D01;1275068435;3614924033
91720538;C9000013D1637E01;3372220435;3512958465
91720539;FB000013D78BEC01;4211081235;3616271361
91720540;C6000013D127F001;3321888787;3509055489
91720777;ED000013D0996B01;3976200211;3499715329
91720778;B7000013D1152601;3070230547;3507824129
91720779;5A000013D1172401;1509949459;3507954689
91720780;11000013D177B101;285212691;3514282241
91720781;38000013D0EE7D01;939524115;3505290497
91720781;38000013D0EE7D01;939524115;3505290497
91721067;A0000013D76C8201;2684354579;3614212609
91721068;83000013D115B101;2197815315;3507859713
91721069;1E000013D75E5E01;503316499;3613285889
91721070;CF000013D177A601;3472883731;3514279425
91721071;A80000139DA80D01;2818572307;2645036289
91721264;9C0000139D68A001;2617245715;2640879617
91721265;4A000013D7629C01;1241514003;3613563905
91721266;72000013D77B3901;1912602643;3615176961
91721266;72000013D77B3901;1912602643;3615176961
91721267;2B0000139E5A5D01;721420307;2656722177
91721268;7A000013D7B86401;2046820371;3619185665
91721479;EA0000139E443901;3925868563;2655271169
91721480;36000013D0D56501;905969683;3503645953
91721481;390000139DA9AD01;956301331;2645142785
91721482;1A0000139DF43801;436207635;2650028033
91721483;AE000013D7AB8E01;2919235603;3618344449
91721748;6D000013D7811F01;1828716563;3615563521
91721749;DF0000139E591701;3741319187;2656638721
91721750;61000013D098BC01;1627389971;3499670529
91721751;83000013D0E44801;2197815315;3504621569
91721752;E3000013D0BD7D01;3808428051;3502079233
91722316;08000013D785A301;134217747;3615859457
91722317;880000139CDD9501;2281701395;2631767297
91722318;920000139CD2D501;2449473555;2631062785
91722319;D1000013D7B2C901;3506438163;3618818305
91722320;D1000013D1C97701;3506438163;3519641345
91722423;8D0000139D09B901;2365587475;2634660097
91722424;4D0000139DE86701;1291845651;2649253633
91722425;7E0000139CD43601;2113929235;2631153153
91722426;7F0000139E515201;2130706451;2656129537
91722427;E30000139D08A201;3808428051;2634588673
91723902;2C0000139DF79701;738197523;2650248961
91723903;810000139DA67301;2164260883;2644931329
91723904;12000013D1551E01;301989907;3512016385
91723905;4F000013D165B901;1325400083;3513104641
91723906;6B000013D144A401;1795162131;3510936577
91724542;F2000013D17C1B01;4060086291;3514571521
91724543;010000139E53FA01;16777235;2656303617
91724544;CD000013D110E701;3439329299;3507545857
91724545;FF000013D124A301;4278190099;3508839169
91724546;C0000013D15F9901;3221225491;3512703233
91724716;79000013D1179B01;2030043155;3507985153
91724790;A7000013D15B3601;2801795091;3512415745
91724791;DE0000139DA33801;3724541971;2644719617
91724792;2E000013D0BA2B01;771751955;3501861633
91724793;F80000139D69E401;4160749587;2640962561
91724793;F80000139D69E401;4160749587;2640962561
91724794;A60000139DF30801;2785017875;2649950209
91724971;BB0000139D39BF01;3137339411;2637807361
91724972;D4000013D14EB701;3556769811;3511596801
91724973;6A00001597330701;1778384917;2536703745
91724974;9E000013D10FB501;2650800147;3507467521
91724975;6300001596810A01;1660944405;2525039105
91725050;2700001596614F01;654311445;2522959617
91725050;2700001596614F01;654311445;2522959617
91725051;07000013D1327701;117440531;3509745409
91725052;30000013D0D55001;805306387;3503640577
91725053;54000013D1156F01;1409286163;3507842817
91725054;AC000013D1333901;2885681171;3509795073
91725716;79000013D1179B01;2030043155;3507985153
91725716;79000013D1179B01;2030043155;3507985153
91725716;79000013D1179B01;2030043155;3507985153
91725716;79000013D1179B01;2030043155;3507985153
91725716;79000013D1179B01;2030043155;3507985153
91725716;79000013D1179B01;2030043155;3507985153
91725716;79000013D1179B01;2030043155;3507985153
91725717;EE000013D125A701;3992977427;3508905729
91725717;EE000013D125A701;3992977427;3508905729
91725718;00000013D0FF1001;19;3506376705
91725719;BE00001596AF1E01;3187671061;2528058881
91725719;BE00001596AF1E01;3187671061;2528058881
91725719;BE00001596AF1E01;3187671061;2528058881
91725720;03000013D166AA01;50331667;3513166337
91726365;D3000013D15DA501;3539992595;3512575233
91726366;A8000013D1C95D01;2818572307;3519634689
91726367;1C00001596857101;469762069;2525327617
91726368;16000013D15EDB01;369098771;3512654593
91726368;16000013D15EDB01;369098771;3512654593
91726369;6500001596BF2301;1694498837;2529108737
91726973;3F0000159662B001;1056964629;2523049985
91726974;DD000013D10F7101;3707764755;3507450113
91726974;DD000013D10F7101;3707764755;3507450113
91726975;B1000015968A9401;2969567253;2525664257
91726976;3000001596A99501;805306389;2527696129
91726976;3000001596A99501;805306389;2527696129
91726977;BE00001596E3A401;3187671061;2531501057
91726977;BE00001596E3A401;3187671061;2531501057
91726977;BE00001596E3A401;3187671061;2531501057
91726977;BE00001596E3A401;3187671061;2531501057
91726977;BE00001596E3A401;3187671061;2531501057
91726977;BE00001596E3A401;3187671061;2531501057
91726977;BE00001596E3A401;3187671061;2531501057
91726977;BE00001596E3A401;3187671061;2531501057
91726977;BE00001596E3A401;3187671061;2531501057
91726977;BE00001596E3A401;3187671061;2531501057
91726977;BE00001596E3A401;3187671061;2531501057
91726977;BE00001596E3A401;3187671061;2531501057
91727141;B6000013D787FD01;3053453331;3616013569
91727142;37000015966D7B01;922746901;2523757313
91727143;3F000015970B2401;1056964629;2534089729
91727144;42000015973ED701;1107296277;2537477889
91727145;98000013D77DEF01;2550136851;3615354625
91727176;6600001596BAC801;1711276053;2528823297
91727176;6600001596BAC801;1711276053;2528823297
91727177;BD000015973A0801;3170893845;2537162753
91727178;7200001596C01801;1912602645;2529171457
91727179;6F00001596BD4E01;1862270997;2528988673
91727180;8900001596D65A01;2298478613;2530630145
91728167;4200001596D8E801;1107296277;2530797569
91728168;8C00001596928B01;2348810261;2526186241
91728169;2F00001596855601;788529173;2525320705
91728170;E900001596DB9401;3909091349;2530972673
91728171;7B00001596BABF01;2063597589;2528820993
91728359;7A00001596E43B01;2046820373;2531539713
91728360;4,8E+15;1207959573;2534701313
